,VID,Type,Number,Republicans,Democrats,Others
855,232,Yea,33,20,11,2
856,232,Nay,44,8,36,0
857,232,Present,1,1,0,0
858,232,Not Voting,18,8,10,0
859,233,Yea,28,17,9,2
860,233,Nay,49,13,36,0
861,233,Present,1,1,0,0
862,233,Not Voting,18,6,12,0
863,234,Yea,32,19,11,2
864,234,Nay,47,11,36,0
865,234,Present,4,3,1,0
866,234,Not Voting,13,4,9,0
867,235,Yea,59,18,41,0
868,235,Nay,23,13,8,2
869,235,Not Voting,14,6,8,0
870,236,Yea,62,30,31,1
871,236,Nay,19,1,17,1
872,236,Present,2,1,1,0
873,236,Not Voting,13,5,8,0
874,237,Yea,43,11,31,1
875,237,Nay,22,12,9,1
876,237,Present,7,3,4,0
877,237,Not Voting,24,11,13,0
878,238,Yea,49,13,34,2
879,238,Nay,20,12,8,0
880,238,Present,3,1,2,0
881,238,Not Voting,24,11,13,0
882,239,Yea,23,12,10,1
883,239,Nay,54,15,38,1
884,239,Present,2,2,0,0
885,239,Not Voting,17,8,9,0
886,240,Yea,69,27,40,2
887,240,Not Voting,27,10,17,0
888,241,Yea,25,15,9,1
889,241,Nay,53,15,37,1
890,241,Not Voting,18,7,11,0
891,242,Yea,66,23,41,2
892,242,Nay,12,7,5,0
893,242,Present,1,1,0,0
894,242,Not Voting,17,6,11,0
895,243,Yea,14,0,14,0
896,243,Nay,62,29,31,2
897,243,Not Voting,20,8,12,0
898,244,Yea,41,5,35,1
899,244,Nay,31,19,11,1
900,244,Present,3,2,1,0
901,244,Not Voting,21,11,10,0
902,245,Yea,36,8,27,1
903,245,Nay,37,18,18,1
904,245,Not Voting,23,11,12,0
905,246,Yea,55,24,30,1
906,246,Nay,22,5,16,1
907,246,Not Voting,19,8,11,0
908,247,Yea,15,5,9,1
909,247,Nay,58,23,34,1
910,247,Present,2,0,2,0
911,247,Not Voting,21,9,12,0
912,248,Yea,32,19,12,1
913,248,Nay,42,10,31,1
914,248,Present,2,0,2,0
915,248,Not Voting,20,8,12,0
916,249,Yea,22,13,8,1
917,249,Nay,47,13,33,1
918,249,Present,2,0,2,0
919,249,Not Voting,25,11,14,0
920,250,Yea,42,7,34,1
921,250,Nay,29,20,8,1
922,250,Present,1,0,1,0
923,250,Not Voting,24,10,14,0
924,251,Yea,17,3,14,0
925,251,Nay,52,25,26,1
926,251,Present,3,2,1,0
927,251,Not Voting,23,7,16,0
928,252,Yea,56,27,29,0
929,252,Nay,25,5,19,1
930,252,Not Voting,14,5,9,0
931,253,Yea,39,24,15,0
932,253,Nay,37,4,32,1
933,253,Present,3,2,1,0
934,253,Not Voting,16,7,9,0
935,254,Yea,46,17,28,1
936,254,Nay,29,11,18,0
937,254,Present,3,1,2,0
938,254,Not Voting,17,8,9,0
939,255,Yea,41,7,33,1
940,255,Nay,37,21,16,0
941,255,Present,1,0,1,0
942,255,Not Voting,16,9,7,0
943,256,Yea,41,7,33,1
944,256,Nay,37,21,16,0
945,256,Present,1,0,1,0
946,256,Not Voting,16,9,7,0
947,257,Yea,69,24,44,1
948,257,Nay,2,2,0,0
949,257,Present,2,1,1,0
950,257,Not Voting,22,10,12,0
951,258,Yea,51,16,34,1
952,258,Nay,10,8,2,0
953,258,Present,2,1,1,0
954,258,Not Voting,32,12,20,0
955,259,Yea,31,9,22,0
956,259,Nay,43,18,24,1
957,259,Present,4,2,2,0
958,259,Not Voting,17,8,9,0
959,260,Yea,32,18,14,0
960,260,Nay,35,9,25,1
961,260,Present,3,2,1,0
962,260,Not Voting,25,8,17,0
963,261,Yea,62,25,36,1
964,261,Nay,13,4,9,0
965,261,Present,2,1,1,0
966,261,Not Voting,18,7,11,0
967,262,Yea,34,3,31,0
968,262,Nay,40,25,14,1
969,262,Present,1,1,0,0
970,262,Not Voting,20,8,12,0
971,263,Yea,26,2,23,1
972,263,Nay,38,21,17,0
973,263,Present,1,1,0,0
974,263,Not Voting,30,13,17,0
975,264,Yea,21,6,15,0
976,264,Nay,53,25,27,1
977,264,Not Voting,21,6,15,0
978,265,Yea,48,23,25,0
979,265,Nay,32,9,22,1
980,265,Not Voting,15,5,10,0
981,266,Yea,42,19,23,0
982,266,Nay,32,10,21,1
983,266,Present,8,4,4,0
984,266,Not Voting,13,4,9,0
985,267,Yea,40,18,22,0
986,267,Nay,25,8,16,1
987,267,Present,8,4,4,0
988,267,Not Voting,22,7,15,0
989,268,Yea,19,7,11,1
990,268,Nay,39,19,20,0
991,268,Present,8,4,4,0
992,268,Not Voting,29,7,22,0
993,269,Yea,39,22,17,0
994,269,Nay,33,6,26,1
995,269,Present,2,1,1,0
996,269,Not Voting,21,8,13,0
997,270,Yea,44,11,32,1
998,270,Nay,23,14,9,0
999,270,Present,2,1,1,0
1000,270,Not Voting,26,11,15,0
1001,271,Yea,32,8,23,1
1002,271,Nay,31,15,16,0
1003,271,Present,4,2,2,0
1004,271,Not Voting,28,12,16,0
1005,272,Yea,33,17,16,0
1006,272,Nay,32,8,23,1
1007,272,Present,2,1,1,0
1008,272,Not Voting,28,11,17,0
1009,273,Yea,31,8,22,1
1010,273,Nay,33,17,16,0
1011,273,Present,2,1,1,0
1012,273,Not Voting,29,11,18,0
1013,274,Yea,29,7,21,1
1014,274,Nay,36,19,17,0
1015,274,Present,2,1,1,0
1016,274,Not Voting,28,10,18,0
1017,275,Yea,32,15,17,0
1018,275,Nay,33,11,21,1
1019,275,Present,2,1,1,0
1020,275,Not Voting,28,10,18,0
1021,276,Yea,8,3,5,0
1022,276,Nay,55,22,32,1
1023,276,Present,2,1,1,0
1024,276,Not Voting,30,11,19,0
1025,277,Yea,36,17,19,0
1026,277,Nay,28,8,19,1
1027,277,Present,3,1,2,0
1028,277,Not Voting,28,11,17,0
1029,278,Yea,63,22,40,1
1030,278,Nay,4,4,0,0
1031,278,Present,2,1,1,0
1032,278,Not Voting,26,10,16,0
1033,279,Yea,34,10,23,1
1034,279,Nay,33,16,17,0
1035,279,Present,2,1,1,0
1036,279,Not Voting,26,10,16,0
1037,280,Yea,18,12,6,0
1038,280,Nay,39,9,30,0
1039,280,Present,6,3,3,0
1040,280,Not Voting,32,13,18,1
1041,281,Yea,12,10,2,0
1042,281,Nay,48,13,34,1
1043,281,Present,8,3,5,0
1044,281,Not Voting,28,11,16,1
1045,282,Yea,24,17,6,1
1046,282,Nay,30,5,25,0
1047,282,Present,7,3,4,0
1048,282,Not Voting,35,12,22,1
1049,283,Yea,16,10,6,0
1050,283,Nay,37,10,27,0
1051,283,Present,8,4,4,0
1052,283,Not Voting,34,13,20,1
1053,284,Yea,78,33,44,1
1054,284,Nay,1,1,0,0
1055,284,Not Voting,17,3,13,1
1056,285,Yea,31,24,6,1
1057,285,Nay,45,5,40,0
1058,285,Present,1,0,1,0
1059,285,Not Voting,19,8,10,1
1060,286,Yea,26,17,9,0
1061,286,Nay,48,12,36,0
1062,286,Present,2,1,1,0
1063,286,Not Voting,19,7,11,1
1064,287,Yea,69,26,43,0
1065,287,Not Voting,26,11,14,1
1066,288,Yea,40,28,12,0
1067,288,Nay,37,2,35,0
1068,288,Not Voting,18,7,10,1
1069,289,Yea,53,20,33,0
1070,289,Nay,26,10,16,0
1071,289,Not Voting,16,7,8,1
1072,290,Yea,15,10,5,0
1073,290,Nay,70,25,44,1
1074,290,Present,1,1,0,0
1075,290,Not Voting,10,1,8,1
1076,291,Yea,28,21,6,1
1077,291,Nay,54,13,41,0
1078,291,Present,1,1,0,0
1079,291,Not Voting,13,2,10,1
1080,292,Yea,85,33,51,1
1081,292,Nay,5,3,2,0
1082,292,Not Voting,6,1,4,1
1083,293,Yea,21,10,11,0
1084,293,Nay,54,18,35,1
1085,293,Present,3,1,2,0
1086,293,Not Voting,18,8,9,1
1087,294,Yea,34,19,14,1
1088,294,Nay,38,8,30,0
1089,294,Present,5,2,3,0
1090,294,Not Voting,19,8,10,1
1091,295,Yea,40,8,32,0
1092,295,Nay,35,19,15,1
1093,295,Present,2,2,0,0
1094,295,Not Voting,19,8,10,1
1095,296,Yea,65,26,38,1
1096,296,Nay,4,2,2,0
1097,296,Not Voting,27,9,17,1
1098,297,Yea,33,27,5,1
1099,297,Nay,33,0,33,0
1100,297,Present,4,2,2,0
1101,297,Not Voting,25,7,17,1
1102,298,Yea,43,0,43,0
1103,298,Nay,29,28,0,1
1104,298,Present,2,1,1,0
1105,298,Not Voting,21,7,13,1
1106,299,Yea,40,31,8,1
1107,299,Nay,38,0,38,0
1108,299,Present,2,1,1,0
1109,299,Not Voting,15,4,10,1
1110,300,Yea,40,31,8,1
1111,300,Nay,39,0,39,0
1112,300,Present,2,1,1,0
1113,300,Not Voting,14,4,9,1
1114,301,Yea,42,32,9,1
1115,301,Nay,38,0,38,0
1116,301,Present,2,1,1,0
1117,301,Not Voting,13,3,9,1
1118,302,Yea,40,2,38,0
1119,302,Nay,35,29,5,1
1120,302,Present,4,2,2,0
1121,302,Not Voting,16,3,12,1
1122,303,Yea,52,8,44,0
1123,303,Nay,21,19,2,0
1124,303,Present,3,3,0,0
1125,303,Not Voting,18,6,11,1
1126,304,Yea,36,0,36,0
1127,304,Nay,39,30,9,0
1128,304,Present,4,2,2,0
1129,304,Not Voting,16,4,11,1
1130,305,Yea,42,31,10,1
1131,305,Nay,35,0,35,0
1132,305,Present,2,1,1,0
1133,305,Not Voting,17,4,12,1
1134,306,Yea,30,27,3,0
1135,306,Nay,50,4,46,0
1136,306,Present,2,1,1,0
1137,306,Not Voting,13,4,8,1
1138,307,Yea,42,18,24,0
1139,307,Nay,37,12,25,0
1140,307,Present,4,2,2,0
1141,307,Not Voting,12,4,7,1
1142,308,Yea,55,12,42,1
1143,308,Nay,16,15,0,1
1144,308,Present,3,3,0,0
1145,308,Not Voting,22,6,16,0
1146,309,Yea,62,27,33,2
1147,309,Nay,10,3,7,0
1148,309,Present,1,0,1,0
1149,309,Not Voting,23,6,17,0
1150,310,Yea,28,2,26,0
1151,310,Nay,42,27,13,2
1152,310,Present,6,2,4,0
1153,310,Not Voting,20,5,15,0
1154,311,Yea,19,8,11,0
1155,311,Nay,55,21,32,2
1156,311,Present,4,2,2,0
1157,311,Not Voting,18,5,13,0
1158,312,Yea,43,8,34,1
1159,312,Nay,20,15,5,0
1160,312,Present,3,2,1,0
1161,312,Not Voting,29,11,18,0
1162,313,Yea,74,28,44,2
1163,313,Nay,4,2,2,0
1164,313,Present,1,1,0,0
1165,313,Not Voting,17,5,12,0
1166,314,Yea,49,27,21,1
1167,314,Nay,16,1,14,1
1168,314,Present,1,0,1,0
1169,314,Not Voting,30,8,22,0
1170,315,Yea,37,25,10,2
1171,315,Nay,26,2,24,0
1172,315,Present,5,2,3,0
1173,315,Not Voting,28,7,21,0
1174,316,Yea,23,1,22,0
1175,316,Nay,55,30,23,2
1176,316,Present,5,1,4,0
1177,316,Not Voting,13,4,9,0
1178,317,Yea,34,5,28,1
1179,317,Nay,38,20,17,1
1180,317,Present,5,3,2,0
1181,317,Not Voting,19,8,11,0
1182,318,Yea,37,21,14,2
1183,318,Nay,34,5,29,0
1184,318,Present,4,3,1,0
1185,318,Not Voting,21,7,14,0
1186,319,Yea,27,15,11,1
1187,319,Nay,50,12,37,1
1188,319,Present,9,5,4,0
1189,319,Not Voting,10,4,6,0
1190,320,Yea,34,7,26,1
1191,320,Nay,43,20,22,1
1192,320,Present,5,3,2,0
1193,320,Not Voting,14,6,8,0
1194,321,Yea,26,10,15,1
1195,321,Nay,44,15,28,1
1196,321,Present,8,5,3,0
1197,321,Not Voting,18,6,12,0
1198,322,Yea,25,16,8,1
1199,322,Nay,48,11,36,1
1200,322,Present,5,2,3,0
1201,322,Not Voting,18,7,11,0
1202,323,Yea,33,26,6,1
1203,323,Nay,38,0,37,1
1204,323,Present,2,1,1,0
1205,323,Not Voting,23,9,14,0
1206,324,Yea,23,5,18,0
1207,324,Nay,68,29,37,2
1208,324,Present,1,1,0,0
1209,324,Not Voting,4,1,3,0
1210,325,Yea,16,2,14,0
1211,325,Nay,69,31,36,2
1212,325,Present,1,1,0,0
1213,325,Not Voting,10,2,8,0
1214,326,Yea,72,29,41,2
1215,326,Nay,19,5,14,0
1216,326,Not Voting,5,2,3,0
1217,327,Yea,42,22,19,1
1218,327,Nay,46,9,36,1
1219,327,Not Voting,7,4,3,0
1220,328,Yea,19,7,11,1
1221,328,Nay,67,24,42,1
1222,328,Present,1,1,0,0
1223,328,Not Voting,8,3,5,0
1224,329,Yea,39,26,12,1
1225,329,Nay,45,2,42,1
1226,329,Present,3,2,1,0
1227,329,Not Voting,8,5,3,0
1228,330,Yea,42,22,19,1
1229,330,Nay,42,6,35,1
1230,330,Present,5,3,2,0
1231,330,Not Voting,6,4,2,0
1232,331,Yea,42,22,19,1
1233,331,Nay,44,10,33,1
1234,331,Present,1,1,0,0
1235,331,Not Voting,8,2,6,0
1236,332,Yea,34,22,11,1
1237,332,Nay,49,8,40,1
1238,332,Present,1,1,0,0
1239,332,Not Voting,11,4,7,0
1240,333,Yea,50,28,21,1
1241,333,Nay,38,4,33,1
1242,333,Present,2,1,1,0
1243,333,Not Voting,5,2,3,0
1244,334,Yea,62,24,36,2
1245,334,Nay,20,6,14,0
1246,334,Not Voting,13,5,8,0
1247,335,Yea,41,22,18,1
1248,335,Nay,45,10,34,1
1249,335,Not Voting,9,3,6,0
1250,336,Yea,46,10,35,1
1251,336,Nay,40,22,17,1
1252,336,Not Voting,9,3,6,0
1253,337,Yea,41,23,17,1
1254,337,Nay,45,9,35,1
1255,337,Not Voting,9,3,6,0
1256,338,Yea,47,10,36,1
1257,338,Nay,38,21,16,1
1258,338,Present,1,1,0,0
1259,338,Not Voting,9,3,6,0
1260,339,Yea,26,2,24,0
1261,339,Nay,49,28,19,2
1262,339,Present,2,1,1,0
1263,339,Not Voting,18,4,14,0
1264,340,Yea,16,9,7,0
1265,340,Nay,64,19,43,2
1266,340,Present,2,1,1,0
1267,340,Not Voting,13,6,7,0
1268,341,Yea,29,11,17,1
1269,341,Nay,46,10,35,1
1270,341,Present,9,4,5,0
1271,341,Not Voting,11,10,1,0
1272,342,Yea,12,1,10,1
1273,342,Nay,57,18,38,1
1274,342,Present,8,4,4,0
1275,342,Not Voting,18,12,6,0
1276,343,Yea,17,6,10,1
1277,343,Nay,53,13,39,1
1278,343,Present,7,3,4,0
1279,343,Not Voting,18,13,5,0
1280,344,Yea,43,16,25,2
1281,344,Nay,28,3,25,0
1282,344,Present,1,0,1,0
1283,344,Not Voting,23,16,7,0
1284,345,Yea,17,7,9,1
1285,345,Nay,47,16,30,1
1286,345,Present,5,4,1,0
1287,345,Not Voting,27,9,18,0
1288,346,Yea,45,22,21,2
1289,346,Nay,18,1,17,0
1290,346,Present,10,5,5,0
1291,346,Not Voting,23,8,15,0
1292,347,Yea,47,16,30,1
1293,347,Nay,14,6,7,1
1294,347,Present,6,3,3,0
1295,347,Not Voting,29,11,18,0
1296,348,Yea,46,22,22,2
1297,348,Nay,4,0,4,0
1298,348,Present,9,4,5,0
1299,348,Not Voting,37,10,27,0
1300,349,Yea,72,31,39,2
1301,349,Nay,14,1,13,0
1302,349,Not Voting,10,4,6,0
1303,350,Yea,47,23,23,1
1304,350,Nay,31,6,24,1
1305,350,Present,2,1,1,0
1306,350,Not Voting,16,6,10,0
1307,351,Yea,49,20,28,1
1308,351,Nay,15,8,6,1
1309,351,Present,3,1,2,0
1310,351,Not Voting,29,7,22,0
1311,352,Yea,22,3,18,1
1312,352,Nay,38,24,13,1
1313,352,Present,3,2,1,0
1314,352,Not Voting,33,7,26,0
1315,353,Yea,24,7,16,1
1316,353,Nay,32,19,12,1
1317,353,Present,3,2,1,0
1318,353,Not Voting,37,8,29,0
1319,354,Yea,22,21,0,1
1320,354,Nay,36,6,29,1
1321,354,Present,3,3,0,0
1322,354,Not Voting,35,6,29,0
1323,355,Yea,47,17,29,1
1324,355,Nay,9,8,1,0
1325,355,Present,5,4,1,0
1326,355,Not Voting,34,7,27,0
1327,356,Yea,17,7,10,0
1328,356,Nay,46,20,24,2
1329,356,Present,1,0,1,0
1330,356,Not Voting,32,9,23,0
1331,357,Yea,39,17,21,1
1332,357,Nay,26,10,15,1
1333,357,Not Voting,31,9,22,0
1334,358,Yea,39,17,21,1
1335,358,Nay,26,10,15,1
1336,358,Not Voting,31,9,22,0
1337,359,Yea,36,24,11,1
1338,359,Nay,22,2,20,0
1339,359,Present,2,1,1,0
1340,359,Not Voting,35,9,26,0
1341,360,Yea,30,6,24,0
1342,360,Nay,28,19,7,2
1343,360,Present,2,1,1,0
1344,360,Not Voting,36,10,26,0
1345,361,Yea,26,17,8,1
1346,361,Nay,33,8,24,1
1347,361,Not Voting,37,11,26,0
1348,362,Yea,31,8,22,1
1349,362,Nay,23,16,6,1
1350,362,Present,1,0,1,0
1351,362,Not Voting,41,12,29,0
1352,363,Yea,34,26,6,2
1353,363,Nay,19,0,19,0
1354,363,Present,4,2,2,0
1355,363,Not Voting,39,8,31,0
1356,364,Yea,50,25,23,2
1357,364,Not Voting,46,11,35,0
1358,365,Yea,28,10,17,1
1359,365,Nay,38,15,22,1
1360,365,Present,8,4,4,0
1361,365,Not Voting,22,7,15,0
1362,366,Yea,61,27,32,2
1363,366,Not Voting,35,9,26,0
1364,367,Yea,63,22,39,2
1365,367,Nay,1,1,0,0
1366,367,Not Voting,32,13,19,0
1367,368,Yea,36,18,17,1
1368,368,Nay,44,12,31,1
1369,368,Present,2,2,0,0
1370,368,Not Voting,14,4,10,0
1371,369,Yea,41,11,29,1
1372,369,Nay,35,16,18,1
1373,369,Present,6,4,2,0
1374,369,Not Voting,14,5,9,0
1375,370,Yea,28,15,12,1
1376,370,Nay,32,7,24,1
1377,370,Present,4,3,1,0
1378,370,Not Voting,32,11,21,0
1379,371,Yea,24,23,0,1
1380,371,Nay,42,2,39,1
1381,371,Present,3,3,0,0
1382,371,Not Voting,27,8,19,0
1383,372,Yea,44,9,34,1
1384,372,Nay,12,12,0,0
1385,372,Present,1,1,0,0
1386,372,Not Voting,38,14,24,0
1387,373,Yea,21,0,21,0
1388,373,Nay,45,26,18,1
1389,373,Present,2,1,1,0
1390,373,Not Voting,27,9,18,0
1391,374,Yea,50,27,21,2
1392,374,Nay,22,0,22,0
1393,374,Present,4,2,2,0
1394,374,Not Voting,20,7,13,0
1395,375,Yea,30,27,2,1
1396,375,Nay,40,1,38,1
1397,375,Present,2,1,1,0
1398,375,Not Voting,24,7,17,0
1399,376,Yea,48,31,15,2
1400,376,Nay,26,0,26,0
1401,376,Present,3,1,2,0
1402,376,Not Voting,19,4,15,0
1403,377,Yea,47,26,20,1
1404,377,Nay,27,4,22,1
1405,377,Present,2,1,1,0
1406,377,Not Voting,20,5,15,0
1407,378,Yea,24,1,22,1
1408,378,Nay,51,29,21,1
1409,378,Present,4,2,2,0
1410,378,Not Voting,17,4,13,0
1411,379,Yea,39,18,20,1
1412,379,Nay,35,12,22,1
1413,379,Present,1,0,1,0
1414,379,Not Voting,21,6,15,0
1415,380,Yea,25,9,16,0
1416,380,Nay,42,17,24,1
1417,380,Present,4,3,1,0
1418,380,Not Voting,24,7,17,0
1419,381,Yea,63,24,37,2
1420,381,Present,2,2,0,0
1421,381,Not Voting,31,10,21,0
1422,382,Yea,45,21,23,1
1423,382,Nay,19,7,11,1
1424,382,Present,6,3,3,0
1425,382,Not Voting,26,5,21,0
1426,383,Yea,21,6,14,1
1427,383,Nay,39,16,23,0
1428,383,Present,6,3,3,0
1429,383,Not Voting,30,11,18,1
1430,384,Yea,27,9,18,0
1431,384,Nay,25,7,18,0
1432,384,Present,9,5,4,0
1433,384,Not Voting,34,15,18,1
1434,385,Yea,22,7,15,0
1435,385,Nay,31,9,22,0
1436,385,Present,9,5,4,0
1437,385,Not Voting,33,15,17,1
1438,386,Yea,15,1,14,0
1439,386,Nay,37,15,22,0
1440,386,Present,8,4,4,0
1441,386,Not Voting,35,16,18,1
1442,387,Yea,17,0,17,0
1443,387,Nay,34,18,16,0
1444,387,Present,10,5,5,0
1445,387,Not Voting,34,13,20,1
1446,388,Yea,14,3,11,0
1447,388,Nay,61,27,34,0
1448,388,Not Voting,20,6,13,1
1449,389,Yea,49,26,23,0
1450,389,Nay,25,3,22,0
1451,389,Not Voting,21,7,13,1
1452,390,Yea,55,28,27,0
1453,390,Nay,19,1,18,0
1454,390,Not Voting,21,7,13,1
1455,391,Yea,18,3,14,1
1456,391,Nay,31,20,11,0
1457,391,Present,6,3,3,0
1458,391,Not Voting,40,10,30,0
1459,392,Yea,35,11,24,0
1460,392,Nay,18,11,6,1
1461,392,Present,2,1,1,0
1462,392,Not Voting,41,13,27,1
1463,393,Yea,30,3,27,0
1464,393,Nay,28,21,6,1
1465,393,Present,7,3,4,0
1466,393,Not Voting,31,9,21,1
1467,394,Yea,8,8,0,0
1468,394,Nay,47,15,31,1
1469,394,Present,6,3,3,0
1470,394,Not Voting,35,10,24,1
1471,395,Yea,27,14,12,1
1472,395,Nay,42,13,28,1
1473,395,Present,4,2,2,0
1474,395,Not Voting,21,8,13,0
1475,396,Yea,39,4,35,0
1476,396,Nay,20,18,1,1
1477,396,Present,2,1,1,0
1478,396,Not Voting,34,14,19,1
1479,397,Yea,68,29,37,2
1480,397,Nay,1,1,0,0
1481,397,Not Voting,26,7,19,0
1482,398,Yea,31,5,25,1
1483,398,Nay,37,21,15,1
1484,398,Present,2,1,1,0
1485,398,Not Voting,25,10,15,0
1486,399,Yea,16,8,7,1
1487,399,Nay,52,18,33,1
1488,399,Present,2,1,1,0
1489,399,Not Voting,25,10,15,0
1490,400,Yea,37,15,20,2
1491,400,Nay,27,11,16,0
1492,400,Present,4,2,2,0
1493,400,Not Voting,27,9,18,0
1494,401,Yea,47,25,21,1
1495,401,Nay,19,3,15,1
1496,401,Present,2,1,1,0
1497,401,Not Voting,27,9,18,0
1498,402,Yea,25,15,8,2
1499,402,Nay,56,20,36,0
1500,402,Present,1,0,1,0
1501,402,Not Voting,13,3,10,0
1502,403,Yea,25,2,21,2
1503,403,Nay,45,27,18,0
1504,403,Present,2,2,0,0
1505,403,Not Voting,23,7,16,0
1506,404,Yea,41,2,39,0
1507,404,Nay,28,25,1,2
1508,404,Not Voting,27,11,16,0
1509,405,Yea,43,3,40,0
1510,405,Nay,26,24,0,2
1511,405,Not Voting,27,11,16,0
1512,406,Yea,66,28,37,1
1513,406,Nay,7,3,3,1
1514,406,Not Voting,23,7,16,0
1515,407,Yea,62,27,34,1
1516,407,Nay,10,4,5,1
1517,407,Not Voting,24,7,17,0
1518,408,Yea,52,22,29,1
1519,408,Nay,19,7,11,1
1520,408,Not Voting,25,9,16,0
1521,409,Yea,62,26,35,1
1522,409,Nay,10,4,5,1
1523,409,Not Voting,24,8,16,0
1524,410,Yea,61,27,33,1
1525,410,Nay,9,2,6,1
1526,410,Not Voting,26,9,17,0
1527,411,Yea,43,6,37,0
1528,411,Nay,25,22,1,2
1529,411,Not Voting,28,10,18,0
1530,412,Yea,24,22,0,2
1531,412,Nay,37,0,37,0
1532,412,Present,6,4,2,0
1533,412,Not Voting,26,9,17,0
1534,413,Yea,41,25,15,1
1535,413,Nay,43,10,32,1
1536,413,Present,6,0,6,0
1537,413,Not Voting,6,2,4,0
1538,414,Yea,83,35,46,2
1539,414,Nay,2,1,1,0
1540,414,Present,7,0,7,0
1541,414,Not Voting,4,1,3,0
1542,415,Yea,74,35,37,2
1543,415,Nay,12,1,11,0
1544,415,Present,1,0,1,0
1545,415,Not Voting,9,1,8,0
1546,416,Yea,28,16,10,2
1547,416,Nay,43,13,30,0
1548,416,Present,23,8,15,0
1549,416,Not Voting,2,0,2,0
1550,417,Yea,27,24,1,2
1551,417,Nay,43,3,40,0
1552,417,Present,12,10,2,0
1553,417,Not Voting,15,1,14,0
1554,418,Yea,68,31,35,2
1555,418,Nay,8,0,8,0
1556,418,Present,13,0,13,0
1557,418,Not Voting,8,7,1,0
1558,419,Yea,56,10,45,1
1559,419,Nay,32,26,5,1
1560,419,Present,2,1,1,0
1561,419,Not Voting,6,1,5,0
1562,420,Yea,44,22,20,2
1563,420,Nay,35,10,25,0
1564,420,Present,13,4,9,0
1565,420,Not Voting,4,2,2,0
1566,421,Yea,23,6,17,0
1567,421,Nay,60,28,30,2
1568,421,Present,11,3,8,0
1569,421,Not Voting,2,1,1,0
1570,422,Yea,27,25,2,0
1571,422,Nay,54,7,45,2
1572,422,Present,12,4,8,0
1573,422,Not Voting,3,2,1,0
1574,423,Yea,40,21,19,0
1575,423,Nay,36,8,26,2
1576,423,Present,16,6,10,0
1577,423,Not Voting,4,3,1,0
1578,424,Yea,63,23,39,1
1579,424,Nay,16,8,7,1
1580,424,Present,9,5,4,0
1581,424,Not Voting,8,2,6,0
1582,425,Yea,31,3,27,1
1583,425,Nay,42,27,14,1
1584,425,Present,15,8,7,0
1585,425,Not Voting,8,0,8,0
1586,426,Yea,28,15,13,0
1587,426,Nay,43,14,27,2
1588,426,Present,24,9,15,0
1589,426,Not Voting,1,0,1,0
1590,427,Yea,52,31,20,1
1591,427,Nay,33,3,29,1
1592,427,Present,3,0,3,0
1593,427,Not Voting,8,5,3,0
1594,428,Yea,36,4,31,1
1595,428,Nay,52,32,19,1
1596,428,Present,3,0,3,0
1597,428,Not Voting,5,3,2,0
1598,429,Yea,17,16,0,1
1599,429,Nay,57,13,43,1
1600,429,Present,13,9,4,0
1601,429,Not Voting,10,0,10,0
1602,430,Yea,66,21,43,2
1603,430,Nay,9,9,0,0
1604,430,Present,9,5,4,0
1605,430,Not Voting,13,3,10,0
1606,431,Yea,29,11,18,0
1607,431,Nay,46,23,21,2
1608,431,Present,5,0,5,0
1609,431,Not Voting,17,5,12,0
1610,432,Yea,47,5,41,1
1611,432,Nay,32,27,4,1
1612,432,Present,9,5,4,0
1613,432,Not Voting,9,2,7,0
1614,433,Yea,39,33,4,2
1615,433,Nay,39,2,37,0
1616,433,Present,11,2,9,0
1617,433,Not Voting,8,2,6,0
1618,434,Yea,28,18,8,2
1619,434,Nay,47,13,34,0
1620,434,Present,18,7,11,0
1621,434,Not Voting,4,1,3,0
1622,435,Yea,15,7,8,0
1623,435,Nay,66,26,38,2
1624,435,Present,12,3,9,0
1625,435,Not Voting,3,3,0,0
1626,436,Yea,24,19,4,1
1627,436,Nay,54,11,42,1
1628,436,Present,16,8,8,0
1629,436,Not Voting,2,1,1,0
1630,437,Yea,18,10,8,0
1631,437,Nay,57,17,39,1
1632,437,Present,20,11,8,1
1633,437,Not Voting,1,1,0,0
1634,438,Yea,18,11,7,0
1635,438,Nay,53,16,36,1
1636,438,Present,24,11,12,1
1637,438,Not Voting,1,1,0,0
1638,439,Yea,23,16,6,1
1639,439,Nay,63,19,43,1
1640,439,Present,10,4,6,0
1641,440,Yea,76,29,45,2
1642,440,Nay,10,6,4,0
1643,440,Present,1,1,0,0
1644,440,Not Voting,9,3,6,0
1645,441,Yea,9,4,4,1
1646,441,Nay,66,27,38,1
1647,441,Present,17,8,9,0
1648,441,Not Voting,5,0,5,0
1649,442,Yea,50,25,23,2
1650,442,Nay,25,6,19,0
1651,442,Present,17,5,12,0
1652,442,Not Voting,5,3,2,0
1653,443,Yea,11,8,3,0
1654,443,Nay,57,18,38,1
1655,443,Present,23,10,12,1
1656,443,Not Voting,6,3,3,0
1657,444,Yea,28,27,0,1
1658,444,Nay,35,0,35,0
1659,444,Present,12,10,1,1
1660,444,Not Voting,21,2,19,0
1661,445,Yea,60,24,34,2
1662,445,Nay,2,2,0,0
1663,445,Present,11,11,0,0
1664,445,Not Voting,23,2,21,0
1665,446,Yea,26,19,6,1
1666,446,Nay,43,11,31,1
1667,446,Present,27,9,18,0
1668,446,Not Voting,1,0,1,0
1669,447,Yea,21,15,5,1
